Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name	Mouse gene stable ID	Mouse chromosome/scaffold name	Mouse chromosome/scaffold start (bp)	Mouse chromosome/scaffold end (bp)	Mouse gene name
ENSG00000291312	39830482	39831956		19					
ENSG00000248458	66665864	66677027		1					
ENSG00000220201	10304803	10309880	ZGLP1	19	ENSMUSG00000079681	9	20973689	20978389	Zglp1
ENSG00000152760	66752459	66779047	DYNLT5	1	ENSMUSG00000028523	4	102835803	102862791	Dynlt5
ENSG00000256746	47270657	47272110	MADD-AS1	11					
ENSG00000226497	68226972	68329899	LINC02549	6					
ENSG00000253843	48193850	48194627		8					
ENSG00000242262	47706372	47706987	RPL15P7	4					
ENSG00000207138	126504763	126504869	RNU6-869P	8					
ENSG00000270509	67933485	67934682		6					
ENSG00000303368	47704852	47707287		4					
ENSG00000253530	126506326	126522360		8					
ENSG00000135338	79484991	79537458	LCA5	6	ENSMUSG00000032258	9	83272346	83323180	Lca5
ENSG00000168672	126552443	126558478	LRATD2	8	ENSMUSG00000072568	15	60690843	60725627	Lratd2
ENSG00000230510	46525663	46527072	PPP5D1P	19					
ENSG00000149182	47164299	47177125	ARFGAP2	11	ENSMUSG00000027255	2	91095319	91107276	Arfgap2
ENSG00000071282	8501807	8574668	LMCD1	3	ENSMUSG00000057604	6	112250719	112307386	Lmcd1
ENSG00000249563	9733370	9742361	EVA1CP1	4					
ENSG00000253543	126582631	126583006		8					
ENSG00000090372	46719511	46746994	STRN4	19	ENSMUSG00000030374	7	16549814	16574856	Strn4
ENSG00000212451	126671522	126671654	RNU11-4P	8					
ENSG00000301897	9711252	9755489		4					
ENSG00000282961	127079874	127092600	PRNCR1	8					
ENSG00000224722	127086263	127087510		8					
ENSG00000248608	25504997	25506675		4					
ENSG00000297255	25505669	25514140		4					
ENSG00000271509	127292233	127292440		8					
ENSG00000251624	9493736	9498066	UNC93B7	4					
ENSG00000280997	127400399	127402150	CCAT2	8					
ENSG00000152763	66812885	66924856	DNAI4	1	ENSMUSG00000035126	4	102895262	102971752	Dnai4
ENSG00000123908	140520156	140635633	AGO2	8	ENSMUSG00000036698	15	72967693	73056784	Ago2
ENSG00000250425	9754898	9755778	OR7E35P	4					
ENSG00000251685	69004862	69020414	UGT2B27P	4					
ENSG00000140478	75282835	75295530	GOLGA6D	15	ENSMUSG00000002546	2	32177396	32197933	Golga2
ENSG00000299645	69004088	69032988		4					
ENSG00000310105	49162643	49170059		16					
ENSG00000283994	143601517	143608759		2					
ENSG00000140264	43777087	43804427	SERF2	15					
ENSG00000236356	143799467	143819599		2					
ENSG00000200287	143897263	143897361	Y_RNA	2					
ENSG00000232377	143937073	143964156		2					
ENSG00000198478	79537185	79703655	SH3BGRL2	6	ENSMUSG00000032261	9	83430380	83520854	Sh3bgrl2
ENSG00000260573	50407171	50546347		16					
ENSG00000144524	231781671	231809254	COPS7B	2	ENSMUSG00000026240	1	86510626	86537097	Cops7b
ENSG00000232471	49550032	49557400		4					
ENSG00000294903	49522071	49602839		4					
ENSG00000249763	69242628	69250815		4					
ENSG00000310149	70524322	70524438		16					
ENSG00000310159	25689018	25692701		16					
ENSG00000211584	47753916	47782751	SLC48A1	12	ENSMUSG00000081534	15	97676401	97690573	Slc48a1
ENSG00000304713	69243050	69252786		4					
ENSG00000261970	79552794	79553160		6					
ENSG00000241370	30345131	30346884	RPP21	6	ENSMUSG00000024446	17	36566537	36568961	Rpp21
ENSG00000125046	8619386	8745040	SSUH2	3	ENSMUSG00000034387	6	112336285	112364984	Ssu2
ENSG00000310178	85759391	85765538		16					
ENSG00000248613	68900651	68900910		4					
ENSG00000292385	1237005	1238747		16					
ENSG00000272626	68900390	68907142		4					
ENSG00000205913	2737070	2752620	SRRM2-AS1	16					
ENSG00000186234	9692495	9702954	FAM86MP	4					
ENSG00000304573	9691502	9704341		4					
ENSG00000277173	47768529	47769648		12					
ENSG00000293172	48054813	48055591		12					
ENSG00000274124	48152817	48153128		12					
ENSG00000269514	48198357	48264126		12					
ENSG00000251087	9703754	9710812	ALG1L3P	4					
ENSG00000231080	66826942	66828558		1					
ENSG00000293682	48212780	48413684		12					
ENSG00000258121	48483287	48500961		12					
ENSG00000293236	48507354	48529897		12					
ENSG00000257735	48307724	48443232		12					
ENSG00000287117	9547796	9708178		4					
ENSG00000224709	48627879	48628836	OR11M1P	12					
ENSG00000139620	48653211	48682238	KANSL2	12	ENSMUSG00000022992	15	98415539	98432145	Kansl2
ENSG00000303975	32233474	32234683		5					
ENSG00000303982	148851601	148864084		5					
ENSG00000223652	123086231	123090971	PRDM6-AS1	5					
ENSG00000202313	11503509	11503671	RNU1-64P	6	ENSMUSG00000088854	11	95811928	95812052	Gm24725
ENSG00000202313	11503509	11503671	RNU1-64P	6	ENSMUSG00000064738	3	88770226	88770387	Gm23054
ENSG00000303997	148867870	148868728		5					
ENSG00000218020	11514192	11516466	THAP12P5	6					
ENSG00000205269	11537749	11583524	TMEM170B	6	ENSMUSG00000087370	13	41759383	41794831	Tmem170b
ENSG00000290556	69607038	69649935		5					
ENSG00000185607	43989061	43990184	ACTBP7	15					
ENSG00000224055	44063511	44064313	GAPDHP55	15					
ENSG00000159248	34751032	34754998	GJD2	15	ENSMUSG00000068615	2	113840082	113844100	Gjd2
ENSG00000277473	11644067	11644343	Metazoa_SRP	6					
ENSG00000259751	34849137	34850395	TUBAP11	15					
ENSG00000112242	20401879	20493714	E2F3	6	ENSMUSG00000016477	13	30090558	30170046	E2f3
ENSG00000279766	140572142	140572812		8					
ENSG00000280326	140591684	140593201		8					
ENSG00000310204	28097431	28109745		16					
ENSG00000021776	34851782	34969742	AQR	15	ENSMUSG00000040383	2	113931651	114017505	Aqr
ENSG00000280303	140636281	140638283	ERICD	8					
ENSG00000310231	4970577	4973096		16					
ENSG00000254324	140732564	140732653	MIR151A	8	ENSMUSG00000065612	15	73126664	73126731	Mir151
ENSG00000310271	50154820	50155636		16					
ENSG00000279786	140820599	140822414		8					
ENSG00000252864	140940562	140940663	RNA5SP278	8					
ENSG00000253266	141055290	141060596		8					
ENSG00000262801	13246181	13563388		16					
ENSG00000185379	35092221	35121522	RAD51D	17	ENSMUSG00000018841	11	82767260	82781440	Rad51d
ENSG00000215343	12089338	12115516	ZNF705D	8	ENSMUSG00000055150	7	6366279	6385604	Zfp78
ENSG00000118473	66533267	66751139	SGIP1	1	ENSMUSG00000028524	4	102598494	102830825	Sgip1
ENSG00000310273	31869800	31870223		16					
ENSG00000310278	56653457	56663365		16					
ENSG00000310299	56671375	56676068		16					
ENSG00000304006	153976033	153985691		5					
ENSG00000310325	56662694	56666497		16					
ENSG00000249295	69477461	69506253		5					
ENSG00000304033	147804283	147810057		5					
ENSG00000291095	56643436	56647419		16					
ENSG00000304037	54606401	54632210		5					
ENSG00000240869	20421583	20421887	RN7SL128P	6					
ENSG00000078579	16992181	17002345	FGF20	8	ENSMUSG00000031603	8	40732207	40761372	Fgf20
ENSG00000224707	20437821	20440178	E2F3-IT1	6					
ENSG00000222431	20452369	20452473	RNU6-141P	6					
ENSG00000304041	69688836	69691202		5					
ENSG00000310348	31253776	31258019		16					
ENSG00000288774	147874113	147874508		5					
ENSG00000290663	56675535	56677883	MT1IP	16					
ENSG00000304050	54620169	54625365		5					
ENSG00000201683	20500175	20500276	Y_RNA	6					
ENSG00000293281	31360865	31367354		6					
ENSG00000304054	22840878	22867842		5					
ENSG00000291105	56616752	56618834		16					
ENSG00000221491	48654382	48654518	SNORA2C	12	ENSMUSG00002076288	15	98417597	98417734	Snora34
ENSG00000281842	48654444	48654530	MIR1291	12					
ENSG00000206612	48656648	48656782	SNORA2A	12					
ENSG00000206337	31463144	31494470	HCP5	6					
ENSG00000207313	48667457	48667593	SNORA2B	12	ENSMUSG00000065647	16	87215797	87215932	Gm25896
ENSG00000207313	48667457	48667593	SNORA2B	12	ENSMUSG00000065939	15	98424227	98424363	Snora2b
ENSG00000207313	48667457	48667593	SNORA2B	12	ENSMUSG00000064597	15	57904912	57905047	Gm22299
ENSG00000251443	33228975	33309496	LINC02160	5					
ENSG00000129315	48688458	48716998	CCNT1	12	ENSMUSG00000011960	15	98436570	98468804	Ccnt1
ENSG00000259923	56648177	56652636		16					
ENSG00000310402	10726238	10742522		16					
ENSG00000262950	49365422	49454115		16					
ENSG00000155970	17027238	17122642	MICU3	8	ENSMUSG00000039478	8	40760499	40839349	Micu3
ENSG00000290662	56635712	56637086	MT1JP	16					
ENSG00000237477	179273831	179285707		2					
ENSG00000214070	135897955	135898978	MANEALP1	2					
ENSG00000310437	7043707	7055541		16					
ENSG00000293479	31711771	31714065		6					
ENSG00000307346	81443637	81445597		16					
ENSG00000235663	31764310	31765588	SAPCD1-AS1	6					
ENSG00000115866	135905881	135986100	DARS1	2	ENSMUSG00000026356	1	128291444	128345105	Dars1
ENSG00000297575	81446184	81475359		16					
ENSG00000237080	31877808	31884204	EHMT2-AS1	6					
ENSG00000182533	8733802	8841808	CAV3	3	ENSMUSG00000062694	6	112436466	112449833	Cav3
ENSG00000297593	81456660	81457924		16					
ENSG00000299389	81629883	81632990		16					
ENSG00000249465	109346326	109347459	RBMXP4	4					
ENSG00000233627	31999976	32003521	C4A-AS1	6					
ENSG00000270175	53500151	53501575		12					
ENSG00000229776	32032713	32036258	C4B-AS1	6					
ENSG00000257550	53513891	53517608		12					
ENSG00000247950	109346134	109434572	SEC24B-AS1	4					
ENSG00000295517	81718311	81719358		16					
ENSG00000303013	81829584	81831870		16					
ENSG00000204387	31822094	31839766	SNHG32	6					
ENSG00000285692	53531752	53621218		12					
ENSG00000180914	8750381	8769628	OXTR	3	ENSMUSG00000049112	6	112450644	112466904	Oxtr
ENSG00000110917	120687149	120704282	MLEC	12	ENSMUSG00000048578	5	115281040	115296238	Mlec
ENSG00000153815	81444808	81711762	CMIP	16	ENSMUSG00000034390	8	117983803	118186169	Cmip
ENSG00000304065	22853056	22854109		5					
ENSG00000304095	64832115	64884035		5					
ENSG00000304127	79547198	79596942		5					
ENSG00000256364	120697124	120699541		12					
ENSG00000249085	72574098	72816565	TNPO1-DT	5					
ENSG00000175970	120710458	120723640	UNC119B	12	ENSMUSG00000046562	5	115260609	115273034	Unc119b
ENSG00000231409	34943080	34943394	RPL36AP8	15					
ENSG00000077097	25597978	25664909	TOP2B	3	ENSMUSG00000017485	14	6034301	6104584	Top2b
ENSG00000198146	34978341	34988287	ZNF770	15	ENSMUSG00000040321	2	114023942	114031950	Zfp770
ENSG00000110395	119206298	119313926	CBL	11	ENSMUSG00000034342	9	44054273	44145346	Cbl
ENSG00000256569	120721507	120723639		12					
ENSG00000258846	96900697	96902698	EEF1A1P33	12					
ENSG00000279364	34978351	34980084		15					
ENSG00000280396	34999902	35000270		15					
ENSG00000259665	35081144	35081513		15					
ENSG00000259397	35092481	35093210		15					
ENSG00000259336	35099022	35169698		15					
ENSG00000259592	35121573	35122084	PRELID1P4	15					
ENSG00000139350	96907224	96953780	NEDD1	12	ENSMUSG00000019988	10	92520608	92558282	Nedd1
ENSG00000137801	39581079	39599466	THBS1	15	ENSMUSG00000040152	2	117942357	117957614	Thbs1
ENSG00000244113	17150301	17150888		8					
ENSG00000288846	79543666	79548101		5					
ENSG00000164932	103371538	103382989	CTHRC1	8	ENSMUSG00000054196	15	38940327	38950516	Cthrc1
ENSG00000254106	109883177	109885070	LINC01848	5					
ENSG00000159374	74557883	74648338	M1AP	2	ENSMUSG00000030041	6	82923883	83007290	M1ap
ENSG00000250999	179657762	179694828		5					
ENSG00000276107	39586561	39587293	THBS1-IT1	15					
ENSG00000150667	39588357	39782841	FSIP1	15	ENSMUSG00000027344	2	117960905	118087447	Fsip1
ENSG00000266289	103383078	103383854	LINC02933	8					
ENSG00000207399	103384961	103385067	RNU6-1011P	8					
ENSG00000285982	103398658	103501895		8					
ENSG00000197943	81738248	81962685	PLCG2	16	ENSMUSG00000034330	8	118225030	118361881	Plcg2
ENSG00000288945	103451131	103452520		8					
ENSG00000259580	39770559	39801333		15					
ENSG00000261670	103464389	103468985		8					
ENSG00000181027	46746046	46776988	FKRP	19	ENSMUSG00000048920	7	16543171	16550657	Fkrp
ENSG00000166073	39799008	39920936	GPR176	15	ENSMUSG00000040133	2	118107591	118203900	Gpr176
ENSG00000271830	103481266	103481619		8					
ENSG00000255105	103559099	103559389	PTMAP15	8					
ENSG00000254644	103568603	103568978		8					
ENSG00000239344	103768281	103769029		8					
ENSG00000250693	115628812	115629707	RPF2P2	4					
ENSG00000307587	115628260	115629724		4					
ENSG00000250919	69027831	69044578	UGT2B26P	4					
ENSG00000224646	74754670	74754819	RPS28P5	2					
ENSG00000116106	221418027	221574202	EPHA4	2	ENSMUSG00000026235	1	77343822	77491725	Epha4
ENSG00000169398	140657900	141002216	PTK2	8	ENSMUSG00000022607	15	73076951	73295129	Ptk2
ENSG00000305293	69035180	69045073		4					
ENSG00000259432	39813223	39815429		15					
ENSG00000251056	49502145	49506022	ANKRD20A17P	4					
ENSG00000200305	39922782	39922886	Y_RNA	15					
ENSG00000294922	49502990	49540804		4					
ENSG00000128829	39934115	40035591	EIF2AK4	15	ENSMUSG00000005102	2	118219099	118305715	Eif2ak4
ENSG00000168003	62856004	62888880	SLC3A2	11	ENSMUSG00000010095	19	8684246	8700733	Slc3a2
ENSG00000240159	184254509	184255330	RPL6P16	4					
ENSG00000295700	184253796	184255378		4					
ENSG00000248822	170099818	170100104	APOBEC3AP1	4					
ENSG00000296173	170084828	170107224		4					
ENSG00000304173	72556587	72601719		5					
ENSG00000242635	160818422	160818869	RPS14P7	4					
ENSG00000298342	160808622	160818989		4					
ENSG00000251073	158182825	158183393	NUDT19P5	4					
ENSG00000304427	158182869	158190699		4					
ENSG00000213434	183483490	183484185	VTI1BP2	4					
ENSG00000296163	183466126	183484613		4					
ENSG00000163612	9153296	9165451	FAM86KP	4					
ENSG00000161547	76734115	76737333	SRSF2	17	ENSMUSG00000034120	11	116740727	116743920	Srsf2
ENSG00000305501	9153240	9159671		4					
ENSG00000304179	40405453	40407422		5					
ENSG00000219492	9384017	9388983		4					
ENSG00000204388	31827738	31830254	HSPA1B	6	ENSMUSG00000090877	17	35175412	35178214	Hspa1b
ENSG00000204388	31827738	31830254	HSPA1B	6	ENSMUSG00000091971	17	35188166	35191132	Hspa1a
ENSG00000304180	2299705	2335065		5					
ENSG00000301468	9383474	9393806		4					
ENSG00000230313	33144783	33147767	HCG24	6					
ENSG00000240065	32844136	32860734	PSMB9	6	ENSMUSG00000096727	17	34400961	34406738	Psmb9
ENSG00000270244	76886029	76886370		4					
ENSG00000294207	76885528	76887190		4					
ENSG00000279240	136375972	136397060		5					
ENSG00000286828	97183805	97241757		5					
ENSG00000261118	89492017	89508324		16					
ENSG00000250804	8981436	8982360	OR7E111FP	4					
ENSG00000295825	8975044	8981959		4					
ENSG00000284636	9000841	9001058		4					
ENSG00000304196	72556189	72557167		5					
ENSG00000287972	9000668	9092530		4					
ENSG00000304208	24285949	24397569		5					
ENSG00000304919	89565740	89567850		16					
ENSG00000220205	8159149	8163546	VAMP2	17	ENSMUSG00000020894	11	68979316	68983210	Vamp2
ENSG00000300127	89598392	89613210		16					
ENSG00000291115	150929561	150996346		5					
ENSG00000271057	9020857	9021161		4					
ENSG00000300148	89601774	89605759		16					
ENSG00000288075	9016552	9381426		4					
ENSG00000260259	89682506	89686921	LINC02166	16					
ENSG00000202368	96979528	96979629	Y_RNA	12					
ENSG00000279190	97150081	97154627		12					
ENSG00000255733	67989446	68234686	IFNG-AS1	12					
ENSG00000167526	89560677	89567834	RPL13	16	ENSMUSG00000000740	8	123829089	123831983	Rpl13
ENSG00000150455	126282497	126298845	TIRAP	11	ENSMUSG00000032041	9	35095847	35111587	Tirap
ENSG00000259389	39951375	39951708	H3P38	15					
ENSG00000283064	26160765	26172802	H2BC6-AS1	6					
ENSG00000140319	40035690	40039181	SRP14	15	ENSMUSG00000009549	2	118306331	118310192	Srp14
ENSG00000289984	8326725	8327744		17					
ENSG00000012822	53708517	53727745	CALCOCO1	12	ENSMUSG00000023055	15	102615212	102630613	Calcoco1
ENSG00000278705	26025802	26027283	H4C2	6					
ENSG00000007202	28614446	28645454	BLTP2	17	ENSMUSG00000010277	11	78152578	78181449	Bltp2
ENSG00000304229	24294360	24322460		5					
ENSG00000161911	41149337	41154347	TREML1	6	ENSMUSG00000023993	17	48666944	48674204	Treml1
ENSG00000304231	179662933	179678554		5					
ENSG00000304269	179643351	179644235		5					
ENSG00000304292	179559240	179559560		5					
ENSG00000304299	175657142	175675206		5					
ENSG00000304320	179568992	179569171		5					
ENSG00000226726	221532668	221533008	TMEM256P2	2					
ENSG00000272944	221572506	221574454		2					
ENSG00000304338	51015107	51095781		5					
ENSG00000230406	221592441	221592861	RPL23P5	2					
ENSG00000138379	190055700	190062729	MSTN	2	ENSMUSG00000026100	1	53100799	53107238	Mstn
ENSG00000304371	107285892	107322500		5					
ENSG00000304378	35249659	35316929		5					
ENSG00000255192	35083410	35085295	NANOGP8	15	ENSMUSG00000012396	6	122684448	122691592	Nanog
ENSG00000249748	35938788	35942286	CAPSL-DT	5					
ENSG00000275719	46787815	46789043		19					
ENSG00000214013	42273201	42353666	GANC	15	ENSMUSG00000062646	2	120234377	120292181	Ganc
ENSG00000275862	46809583	46810182		19					
ENSG00000304444	112419315	112419927		5					
ENSG00000269576	46809585	46810183	HNRNPMP2	19					
ENSG00000285914	171724268	171737535		5					
ENSG00000269014	46826895	46828440		19					
ENSG00000091542	18183078	18209954	ALKBH5	17	ENSMUSG00000042650	11	60427207	60449338	Alkbh5
ENSG00000151689	190343570	190371665	INPP1	2	ENSMUSG00000026102	1	52824586	52856847	Inpp1
ENSG00000042753	46838136	46850846	AP2S1	19	ENSMUSG00000008036	7	16472335	16483219	Ap2s1
ENSG00000095970	41158506	41163186	TREM2	6	ENSMUSG00000023992	17	48653429	48661175	Trem2
ENSG00000304463	56296436	56344877		5					
ENSG00000304471	172175637	172177363		5					
ENSG00000177731	18244815	18258738	FLII	17	ENSMUSG00000002812	11	60604949	60618089	Flii
ENSG00000304504	73947266	74054445		5					
ENSG00000235043	86949669	86950113	TECRP1	4					
ENSG00000300739	86949485	86960802		4					
ENSG00000248474	74034109	74103825	LINC02122	5					
ENSG00000239793	78768499	78768750		4					
ENSG00000251442	78623173	78769640	LINC01094	4					
ENSG00000304530	135815625	135821663		5					
ENSG00000215246	965257	1004541	LINC02982	5					
ENSG00000110066	68154863	68213852	KMT5B	11	ENSMUSG00000045098	19	3817421	3868303	Kmt5b
ENSG00000260635	22365121	22369047		16					
ENSG00000112195	41189749	41201149	TREML2	6	ENSMUSG00000071068	17	48606526	48619561	Treml2
ENSG00000260790	22374859	22378180	CDR2-DT	16					
ENSG00000304540	73896636	73913241		5					
ENSG00000293459	22385769	22407598	MFSD13B	16					
ENSG00000250173	964261	981311		5					
ENSG00000290865	22418672	22437715	RRN3P3	16					
ENSG00000184106	41209634	41217947	TREML3P	6					
ENSG00000291060	22436738	22492220		16					
ENSG00000287390	130655383	130996140		5					
ENSG00000188056	41228339	41238882	TREML4	6	ENSMUSG00000051682	17	48571323	48582388	Treml4
ENSG00000104805	48900050	48923473	NUCB1	19	ENSMUSG00000030824	7	45139882	45159830	Nucb1
ENSG00000288763	962314	964868		5					
ENSG00000304595	39740653	39743238		5					
ENSG00000304605	174209289	174210458		5					
ENSG00000212176	41239520	41239626	RNA5SP207	6					
ENSG00000225690	41247369	41249649	TREML5P	6					
ENSG00000253572	77942283	77946438		5					
ENSG00000274256	41250851	41251097		6					
ENSG00000304648	25950881	25954320		5					
ENSG00000278745	41252696	41252858		6					
ENSG00000304657	36854821	36875034		5					
ENSG00000124731	41267100	41286682	TREM1	6	ENSMUSG00000042265	17	48539796	48553952	Trem1
ENSG00000304666	31363333	31374376		5					
ENSG00000285967	36864425	36876700	NIPBL-DT	5					
ENSG00000251483	110945109	110945799	LYPLA1P2	4					
ENSG00000218809	41269875	41270239		6					
